restaurant,cuisine_type,location,price_level,rating,review_count
Siriwan Thai Seafood Restaurant,"Thai,Seafood","1-1-31&32, Krystal Point 2, Jalan Tun Dr. Awang, Penang Island 11900 Malaysia",,3.5,4
Haagen Dazs,Cafe,"100 Persiaran Bayan Indah GF - 103 A, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,2
Mama Rumba,Indian,"No. 3A 3b, George Town, Penang Island 10000 Malaysia",,3.5,2
Cherry Blossom,"Thai,Asian","George Town, Penang Island Malaysia",,,0
3 Leg Cat Cafe,"International,Asian,Malaysian,Caf??","29-1-62, Jalan Paya Terubong The Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,4
Cheers 65,Chinese,"30 Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",,4,1
Ti Shen Fresh Soyabean Milk & Beancurd,"Vietnamese,Chinese","2 Lorong Delima 6, Jelutong, Penang Island 11600 Malaysia",,3.5,2
Breakfast From the Barn,,"89, Lebuh Carnarvon, George Town, Penang Island 10100 Malaysia",2,3.5,5
Hu Ji Chinese Restaurant,"Asian,Taiwanese,Chinese","Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,4,1
Picco Polo Cafe,"European,Asian,British,Caf??","284, Beach St, Georgetown, Penang, George Town, Penang Island 10300 Malaysia",,4,8
My Place Bar & Restaurant,"Indian,Southwestern,Diner","8 Lebuh Lembah Permai 4 Permai 32, Tanjung Bungah, Penang Island 11200 Malaysia",1,3.5,2
Coffee Spell & Kitchen Cafe,Cafe,"9 Jalan Bawasah, George Town, Penang Island 10050 Malaysia",1,3.5,3
Yoshinoya,Japanese,"1 Lebuh Tunku Kudin 2, Gelugor, Penang Island 11700 Malaysia",,3.5,3
Old Georgetown Cafe,Central Asian,"268 Jalan Dr Lim Chwee Leong, George Town, Penang Island 10100 Malaysia",1,4,1
Mee Penang,Indian,"Jalan Paboi Road, Simpang Ampat, Penang Island 14100 Malaysia",,4,1
Garage 56,"Southwestern,Bar,Asian","56 Love Lane George Town, Penang Island 10030 Malaysia",1,3.5,3
Indochine Cafe,"Thai,Vietnamese,Cambodian,Asian","515A Jalan Hashim, Tanjung Tokong, Penang Island 11200 Malaysia",,3,10
"ZhengHe Museum, Nyonya & Chinese Restaurant",Nonya/Malaysian,"203 C Jalan Hutton, George Town, Penang Island 10050 Malaysia",,3.5,5
Francis & Alan Western Food,"American,European,Asian,Italian","222 Jalan Burma, George Town, Penang Island 10350 Malaysia",,4,1
Kota Burger,Fast food,"Jalan Tan Sri Teh Hwe Lim / Lintang Batu Lancang, George Town, Penang Island Malaysia",,5,1
Lao Si Ji Kitchen,"Malaysian,Asian","No.8, Bangkok Lane, Penang Island 10250 Malaysia",,4,1
BMS Organics Moulmein Rise Shoppes - Pulau Tikus Penang,"Asian,Malaysian","No.9 Jalan Moulmein, Moulmein Rise, Penang Island 10350 Malaysia",1,3.5,2
Super Fish Noodle Box,"Chinese,Cafe,Asian","69 Jalan Magazine, George Town, Penang Island 10300 Malaysia",1,4,1
Frank Laurent,Cafe,"07-16 Persiaran Gurney 170, Gurney Plaza, Penang Island 10250 Malaysia",,3.5,3
Mary's Garden Restaurant,Chinese,"Ground Floor 3A-G-7, Straits Quay Jalan Seri Tanjung Pinang, Tanjong Tokong, George Town, Penang Island Malaysia",,3.5,3
Eu Cuisine,"Chinese,Asian","86 Rangoon Road, Penang Island 10400 Malaysia",1,4,1
Pluz Cafe,,,1,,0
Song Garden Cafe,Chinese,"10-E Jalan Air Itam, Penang Island Malaysia",,4,1
Sajo Cafe,Cafe,"616-o, MK6, Penang Island 11060 Malaysia",,4,1
Xiao Fei Yang,Cafe,,,,0
Restaurant Pin Village,Cafe,,,,0
Tapinluo Steamboat Restaurant,Cafe,,,,0
A Cup Above,,"No. 394-A Jalan Ferringhi, Batu Ferringhi, Penang Island 11000 Malaysia",1,4,1
Macalister Corner,,,1,,0
Sea Pearl Lagoon Cafe,"Chinese,Seafood,Asian","338 Mk 18 (next to tua peh kong), George Town, Penang Island 10470 Malaysia",2,3,98
Taj in the City bar,Indian,"Corner Lebah Munti and Jalan Penang, George Town, Penang Island Malaysia",,3.5,2
De Paella,Spanish,"45 47 Lorong Seck Chuan, George Town, Penang Island 10200 Malaysia",,4,1
Croisette Villa Cafe,French,"546E, Medan Tanjung Bungah Croisette Villa, Penang Island Malaysia",2,3.5,7
Strada,"Mediterranean,Pizza","138 Burma Road, George Town, Penang Island Malaysia",,3.5,2
Grillhouse Tanjong Bungah,American,"Jalan Bungah Pudak, Penang Island Malaysia",,4,1
Nando's,"International,Portuguese,Halal","Gurney Plaza, George Town, Penang Island Malaysia",2,3,112
Stone Age,International,"11 Jalan Gemilang Bukit Mertajam, Penang Island Malaysia",,3.5,2
Tsurukame Shabu Shabu,Japanese,"Unit 3F- 23 23(A) (B), 3f, Bayan Lepas, Penang Island 11900 Malaysia",,3.5,2
Natural Leisure Malaysia,"Malaysian,Asian","2-1-25 Tingkat Mahsuri One Square 11950 Bayan Baru, Penang Island Malaysia",,4,1
Pang Hainan Seafood Restaurant,Seafood,"501 Jalan Jati, George Town, Penang Island 11200 Malaysia",,3,11
Hsiang Yang Fast Food,Seafood,,,,0
Nice Kopitiam/Cafe Restaurant,Fusion,"159 Argyll Road, George Town, Penang Island 10050 Malaysia",1,3.5,2
Hisago Modern Japanese Restaurant,Japanese,"3e-1-1, First Floor, South Quay, Straits Quay Jalan Seri Tanjung Pinang, Tanjung Bungah, Penang Island 11200 Malaysia",,3.5,2
Kedai Kopi Bee San,,"584 Jalan Air Hitam, Penang Island Malaysia",1,3.5,2
Tasty Congee & Noodle Wantun Shop,"Chinese,Asian,Cantonese","Shop L5. 01, Level 5, Gurney Paragon Mall, Persiaran Gurney, George Town, Penang Island 10250 Malaysia",2,3,21
K. Sulaiman Mamak Popiah,,"Padang Brown Hawker Strip, Jalan Johor, Penang Island Malaysia",1,4,1
Super Crab Aroma Seafood Restaurant,,,1,,0
OFA Restaurant,"Chinese,Asian","41 Jalanwn Sultan Ahmad Shah, George Town, Penang Island Malaysia",2,3,15
Carbo & Bites,Chinese,"74, Jalan Aziz Ibrahim Kampung Sungai Nibong, Penang Island 11900 Malaysia",,3.5,3
George Town Wines,"European,Mediterranean","19 Leith Street, George Town, Penang Island Malaysia",,3,3
Yik Kheng Kee Cafe,Mediterranean,,,,0
Homes Chef Garden Chinese Nyonya Resturant,"Nonya/Malaysian,Chinese","Jalan Burma, George Town, Penang Island 10350 Malaysia",,3,1
Hock Chuan Heong Restaurant,Chinese,,,,0
Cocoon Kids Cafe,"Italian,Cafe,Fusion","C-1-10, Vantage Desiran Tanjung, Jalan Desiran Tanjung, 10470 Georgetown, Pulau Pinang. Block C, 1st Floor, George Town, Penang Island 10470 Malaysia",1,3.5,2
Goodal Cafe,"Malaysian,Asian","Taman Selamat, George Town, Penang Island Malaysia",,3,1
Harveys,Asian,,,,0
Kasim Nasi Kandar,Asian,,,,0
Tiny Times,"Asian,Chinese","1-1-13 Elit Avenue , Jalan Mayang Pasir 3, Bayan Lepas, Penang Island 11900 Malaysia",,3,1
Rockstarz Burger,"Asian,Malaysian,American","Taman Tunas Muda Sg Ara, Bayan Lepas, Penang Island 11900 Malaysia",,3,2
Sauce of Soul Cafe,"Cafe,Asian,Fusion","NO 2 Jalan Bukit Jambul, Bayan Lepas, Penang Island 11900 Malaysia",1,3,1
Mee Udang Razak,"Malaysian,Asian","Kampung Jalan Baru, Balik Pulau, Penang Island 11000 Malaysia",,3,1
Secret Recipe,"Deli,Asian","6, Ground Floor, Jalan Sungai Rusa, Balik Pulau, Balik Pulau, Penang Island 11000 Malaysia",,2,2
Restoran Al Hijrah,"Indian,Asian,Malaysian","No 2347 Kampung Selamat Jalan Kampung Baru, Tasek Gelugor 13300 Malaysia",3,3,1
Sri Tanjung Tomyam Seafood,"Thai,Malaysian,Asian","Seri Tanjung Pinang Road Side Stall, Tanjung Tokong, Penang Island 11200 Malaysia",,3,1
Reve Kitchen & Dessert Bar,"Asian,Fusion,Cafe","18 Lebuh king, George Town, Penang Island 10200 Malaysia",,3,3
Only Mee,Fusion,"Level 5, The Top, Jalan Penang, George Town, Penang Island 10000 Malaysia",1,3,13
La France Cafe and Restaurant,"French,Cafe,European","3b Jalan Irrawadi Georgetown, George Town, Penang Island 10050 Malaysia",2,3,40
The Boat Food Court,"Barbecue,Asian,Fusion,Seafood","177C Lebuh Victoria, George Town, Penang Island 10300 Malaysia",,3,2
I Canton Cafe Braised Duck Rice,Seafood,,,,0
Penang Ah Teik,,"Lorong Susu, George Town, Penang Island 10400 Malaysia",2,3,34
Shunka Burma Road,"Japanese,Asian,Vegetarian Friendly","124E Jalan Burmah, George Town, Penang Island 10050 Malaysia",2,3,20
The Light's Cafe,"Italian,Fusion","Pusat Bayaran Setempat Jalan Padang Kota Lama, George Town, Penang Island 10200 Malaysia",1,3,5
Quickie,"Contemporary,Asian","170 Gurney Dr Gurney Plaza, George Town, Penang Island Malaysia",,3,8
Roti Bakar All Seasons Place,Asian,,,,0
Hokkaido Baked Cheese Tart,Cafe,"Gurney Plaza B1-K34/K35, Basement One, Penang Island 10250 Malaysia",,3,2
Hing Lee Restaurant,Seafood,"No 8 Jalan Merbah 2 Taman Merbah, Nibong Tebal, Penang Island 14300 Malaysia",,3,2
Tao Japanese Restaurant,"Japanese,Sushi,Asian","George Town, Penang Island Malaysia",2,3,37
Madam Priya's House of Curries,Indian,"Lot 27 Setia Spice Canopy Jalan Tun Dr. Awang, Penang Island 11900 Malaysia",1,3,15
Red Chilli Fongwei,Chinese,"114-116 Lorong Madras, George Town, Penang Island 10400 Malaysia",,3,4
Starbucks,"American,Cafe,Quick Bites","182 Jalan Magazine 1st Avenue Shopping Mall, George Town, Penang Island 10300 Malaysia",,3,15
Sushi King Express,Japanese,"Jalan Paya Terubong 29-01-01, Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",2,3,3
Aunty Q Recipes,"Malaysian,Asian","66, Lebuh Noordin Opposite Gold Coast, George Town, Penang Island 11900 Malaysia",,3,2
Pappa Rich,"Asian,Malaysian","Jalan Seri Tanjung Pinang Unit no. 3A-G-21, Block A, Penang Island Malaysia",2,3,49
Victoria Station,Steakhouse,"17 Lorong Mayang Pasir 5, Bayan Lepas, Penang Island 11950 Malaysia",2,3,23
The Guitarist 71,,,2,,0
Sun Vegetarian Cuisine,"Japanese,International,Asian,Chinese","Lorong Bayan Indah 2 H-2-1, Bay Avenue, Bayan Lepas, Penang Island 11900 Malaysia",,3,2
Eastin Hotel Lobby Lounge,"Bar,Pub","1 Solok Bayan Indah Queensbay, Penang Island Malaysia",2,3,5
Hardwicke House,European,"67 Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,3,25
BreadKing,Cafe,"110-01-07/08 Persiaran Bayan Indah, Bayan Lepas, Penang Island 11900 Malaysia",,3,4
DaoRae Korean BB Restaurant,Cafe,,,,0
Dome Cafe,Cafe,"GF 88&89, Queensbay Mall, Penang Island Malaysia",2,3,18
Jerejak Rainforest Resort Restaurant,,,2,,0
Midland Court Restaurant,Chinese,"Midlands Park Centre, George Town, Penang Island 10350 Malaysia",,3,2
Nomiya American Izakaya,"Japanese,American,Bar","Straits Quay Jalan Seri Tanjung Pinang Tanjong Tokong, Penang Island 10470 Malaysia",2,3,19
TGI Fridays,"American,Bar,Barbecue","Gurney Plaza, Penang Island Malaysia",2,3,76
Little Ha Noi,Vietnamese,"337, Jalan Perak, Penang Island 50418 Malaysia",,3,5
Ismail Ikan Bakar,Vietnamese,,,,0
Ajisen Ramen,Japanese,"George Town, Penang Island Malaysia",,1,1
D'piazza Mall,Japanese,,,,0
Light Street Cafe,Japanese,,,,0
Golden Thai Restaurant,"Seafood,Asian,Thai","69-A Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",2,3,602
Shiebam Hadramout Restaurant,Middle Eastern,"No. 18 Jalan Batu Feringghi, Batu Ferringhi, Penang Island Malaysia",,2.5,3
Over-Time,International,"Guerny Drive, George Town, Penang Island 10250 Malaysia",,2.5,5
Zahrat Al-Sham Restaurant,"Asian,Middle Eastern","12A Jalan Tanjung Bungah, Penang Island 11200 Malaysia",1,2.5,2
Dubai Paradise,,,1,,0
Restaurant Tarim Hadramawt,Arabic,"559D Jalan Sungai dua Gelugor, Penang Island 11700 Malaysia",,4,1
Mr.Wang,Japanese,"63A, Jalan Magazine, George Town, Penang Island 10300 Malaysia",2,3,5
Flame Steamboat,,,2,,0
Blue Funnel Pub And Restaurant,,"396 Chulia Street, George Town, Penang Island Malaysia",1,1,1
Soho,European,"Precinct 10 Jalan Tanjung Tokong, Tanjung Tokong, Penang Island Malaysia",,2,3
AhMa PanMee,Chinese,"Persiaran Mahsuri 5-G-26, Promenade, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,2.5,2
Restoran Terapung,Seafood,"120 Pulau Aman Simpang Ampat, Penang Island 14100 Malaysia",,3,7
Wine Houz,Seafood,,,,0
Fidalgo Penang,"Cafe,Pub,Wine Bar","391 Chulia Street, Penang Island 10350 Malaysia",,2.5,3
Maxim's Gelato,Fast food,"105B, Oriental Hotel, Upper Penang Road, Penang Island 10000 Malaysia",,2.5,3
Soho Free House,"Bar,British,Pub","50, Ground & Upper Floor, Penang Road, George Town, Penang Island Malaysia",2,3,101
The Six Cantonese Restaurant,Chinese,"Persiaran Gurney 170-03-86 Plaza Gurney, George Town, Penang Island 10250 Malaysia",2,2.5,3
Hong Kong 8am,"Asian,Malaysian,Chinese","93 Lorong Macalister, George Town, Penang Island 10400 Malaysia",,2,2
Ming Garden Restaurant,"Chinese,Asian","2nd Floor Lot 77-2-28 Jalan Dato Keramat, George Town, Penang Island Malaysia",2,2.5,24
End Of The World Seafood,"Seafood,Asian,Malaysian","Jalan Hassan Abbas Teluk Bahang, Penang Island Malaysia",2,2.5,81
Matsuki,Japanese,"62 Jalan Cantonment, George Town, Penang Island 10250 Malaysia",2,2.5,8
Zi Tian Jiao Steamboat Restaurant,Chinese,"R-02 & R-03, No. 1-G-2 & 1-G-3, Jalan Seri Tanjung Pinang,, Tanjung Tokong, Penang Island 10470 Malaysia",2,2,2
Triple Ko's Cafe,Chinese,"Jalan Paya Terubong 29-1-63 Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,1,1
Restaurant Nasi Kandar Sahirah Banu,Chinese,,,,0
Sushi Jiro,Japanese,"Lot 170-07-17/18 Gurney Plaza, George Town, Penang Island Malaysia",,2.5,4
Aroi Mak Thai Food Restaurant,"Chinese,Seafood,Thai","82, Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,2.5,12
Hakka Village,Chinese,"536 Jln Sg, Balik Pulau, Penang Island 10100 Malaysia",2,2.5,8
McDonald's,Fast food,"No.1 Jalan Seri Tanjung Pinang Tesco Seri Tanjung Pinang, Tanjung Bungah, Penang Island 10470 Malaysia",1,2.5,4
Pak Mid Cafe,"Asian,Malaysian,Halal","Opposite Hard Rock Hotel, Batu Ferringhi, Penang Island Malaysia",2,3,36
Kfc,,"Kfc Kfc Kfc No. 52 Jalan Larut, Penang Island 10050 Malaysia",1,2.5,12
Oriental Seafood Gurney,"Chinese,Seafood,Asian","42 Gurney Drive, George Town, Penang Island Malaysia",2,2.5,92
Tiente by ChinChin,"French,Cafe","142 Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",1,1,1
Ginza Japanese Restaurant,Sushi,"B-3-3,3A,5, Vantage, Jalan Desiran Tanjung, Penang Island 10470 Malaysia",2,2.5,9
The Bird Cage Thai Cuisine,Thai,"24, Jalan Nagor, George Town, Penang Island 10050 Malaysia",1,1,1
Chicking,"Malaysian,Asian","Jalan Datuk Keramat, George Town, Penang Island 10400 Malaysia",,2,3
Will Western Delight,Fusion,"539, Jalan Masjid Negeri, Taman Gelugur, Gelugor, Penang Island 11600 Malaysia",,2.5,4
Euro.Deli Gurney Plaza,,"Bulatan Gurney Unit 170-G-37/37A,, George Town, Penang Island 10250 Malaysia",2,2.5,10
The Pokok,"Bar,Pub","Lot 227 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",2,2.5,16
The Laksa House,"Malaysian,Asian","Across from KFC, Penang Island Malaysia",,,0
Berlinz Square,"Fast food,Asian,Pub,Pizza","Persiaran Kapal Singh 2.maritime Piazza., Penang Island 11600 Malaysia",,,0
Ah Mah's Steamboat,Chinese,"Ah Mah's Steamboat Ah Mah's Steamboat 2 Jalan Burma, Penang Island 10050 Malaysia",1,,0
Teoh's Chinese Seafood,Chinese,"150 Jalan P Ramlee, Penang Island Malaysia",,,0
Modern Asia Kitchen,"Chinese,Asian,Diner","18a, Jalan Pasar, Pekan Ayer Itam, 11500 Ayer Itam Deview Hotel, Penang Island 11500 Malaysia",1,,0
Ho Min San Gurney Plaza,"Chinese,Asian","170 Persiaran Gurney Plaza Gurney, Penang Island 10250 Malaysia",1,,0
Chang Thai Restaurant,Thai,"Lebuhraya Thean Teik, Ayer Itam 6G-1-15, All Seasons Place, Penang Island 11500 Malaysia",1,,0
Millennium Food Centre,"Chinese,Seafood,Asian","Millennium Food Centre Block B-G-1/2 Jalan Tapah, Penang Island 11600 Malaysia",1,,0
Chick.A.Pollo,"Chinese,Indian,Southwestern","74, Lebuh Noordin Macallum Night market, Penang Island 10300 Malaysia",1,,0
Swens Pastry Cafe,,,1,,0
Juice Works,"Malaysian,Vegetarian Friendly,Vegan Options,Asian","100, Persiaran Bayan Indah Bayan Lepas, Penang Island 14300 Malaysia",,,0
Eki Sake Bar,"Malaysian,Asian","Persiaran Gurney Sunrise Gurney, Penang Island 10250 Malaysia",,,0
Tiga Budak Gemok,Asian,,,,0
Dodos Home Kitchen,"International,Asian,Deli,Chinese","Dodos Home Kitchen 14 Jalan Argyll Georgetown, Penang Island 10050 Malaysia",,,0
Wah Chai Chicken Rice,Chinese,"29-01-63A Jalan Paya Terubong The Golden Triangle, Penang Island 11900 Malaysia",,,0
LuCafe,Cafe,"420 Lebuh Chulia LS capsule hotel, Penang Island 10200 Malaysia",1,,0
Sunshine Square Food Court,,,1,,0
BBQ Chicken,"Korean,Asian","1-G-4, Tesco Penang No.1, Lebuh Tengku Kudin 1, Penang Island 11700 Malaysia",,,0
Chew Kee Sar Hor Fun & Fish Head Beehoon Soup,Chinese,"51, Lorong Seckchuan Turn into small lane opposite Tek Sen on Lebuh Carnavon, Penang Island 10200 Malaysia",,,0
John's Getaway,Chinese,,,,0
Sea Fruit Stick Soup Store,"Barbecue,Asian,Grill,Chinese","842, Jalan Dato Ismail Hashim, Relau, Jalan Dato Ismail Hashim, Relau, Bayan Lepas, Penang Island 11900 Malaysia",,,0
Gou Lou Wan Thun Mee,Chinese,"169 Lebuh Carnarvon, Penang Island 10100 Malaysia",,,0
Fork up Nation,"Grill,Diner,Dining bars,European","Jalan sungai tiram 8 Summerskye Residence, Penang Island 11900 Malaysia",,,0
Mutiara Ombak,"Seafood,Asian,Thai,Chinese","Tanjung Tokong, Penang Island Malaysia",,,0
La Vanille,International,"122 A Hutton Lane, Penang Island 10050 Malaysia",,,0
Paparich Penang,International,,,,0
The Legend Hot Pot,"Chinese,Asian","The Legend Hot Pot 38 Pengkalan Weld, Penang Island 10300 Malaysia",2,,0
Gertak Sanggul Seafood Fishing stage,"Seafood,Chinese","388 mk, Teluk Kumbar, 8, Jalan Gertak Sanggul Bayan Lepas, Penang Island 11910 Malaysia",,,0
Jade Avenue Restaurant,Chinese,"Jade Avenue Restaurant 4D Jalan Gottlieb George Town, Penang Island 10350 Malaysia",,,0
Bintang,"Malaysian,Asian","bandar baru,Air Itam, Penang Island Malaysia",,,0
Backspin Sports Cafe & Kitchen,"Indian,Philippine,Asian","Bangkok Lane 25 Bangkok Lane, Georgetown, Penang Island 10250 Malaysia",1,,0
Restoran The Kitchen 2,"Malaysian,Asian","2d-01-01, Penang Island Malaysia",,,0
Studio Room Karaoke Chang ba,"Chinese,Pub","Karpal Singh Drive, Penang Island 11600 Malaysia",2,,0
The skewer truck,Barbecue,"Lebuh chulia, Penang Island Malaysia",,,0
Tomyummy Noodles House,Thai,"Persiaran Gurney, Penang Plaza Gurney, Penang Island 10250 Malaysia",1,,0
Tachi Nyonya kitchen & bar,"Chinese,Asian,Malaysian","36, Lebuh Gereja, Penang Island 10200 Malaysia",1,,0
Trail of Coffeeshops in Penang,Asian,Penang Island Malaysia,,,0
Amojiak Western Food And Pasta,"Cafe,Fast food,Fusion,Cajun & Creole","Lorong Delima 6 Island glades, Penang Island 11700 Malaysia",,,0
Taste Maker Restaurant,Cajun & Creole,,,,0
Revecinq,"Italian,French,Asian","84, Lebuh Bishop, George Town, 10200 George Town, Pulau Pinang, Malaysia, Penang Island Malaysia",1,,0
Rasyazmi Corner,"Malaysian,Asian","See Young Young, Penang Island Malaysia",,,0
Great Delight Kitchen,"Cafe,Seafood,Asian,Chinese","Great Delight Kitchen 29 Jalan Phuah Hin Leong George Town, Penang Island 10050 Malaysia",,,0
Burmah108,"Malaysian,Asian","108 Burmah Road, Penang Island 10050 Malaysia",,,0
Maga Restaurant,Chinese,"382 Jalan Perak Taman Desa Green, Penang Island 11600 Malaysia",,,0
Canton-i Restaurant,Chinese,"1st Floor, Plaza Gurney Jalan Kelawai, Penang Island Malaysia",,,0
Restaurant Thai-phoon Cuisine,Thai,"3-LG-01, Pusat Perdagangan Nova, Penang Island Malaysia",,,0
Farmers Cottage,Asian,"LG-01, One Precinct Lengkok Mayang Pasir, Penang Island Malaysia",,,0
Hao Xian Wei,"Chinese,Seafood","78A, Lintang Angsana 1, Penang Island 11500 Malaysia",1,,0
Hotel,"Central American,South American",Penang Island Malaysia,,,0
Kwong Chiu Restaurant,Chinese,"79, Jalan Siam, George Town, Penang Island 10400 Malaysia",,,0
George Kee Satay,"Bar,Barbecue,Asian","NO 112 Lorong Selamat, George Town, Penang Island 10400 Malaysia",1,,0
JustLake Kitchen in Fitee50,"Italian,Chinese,Fusion","4 Lebuh King, George Town, Penang Island 10200 Malaysia",1,,0
EpicSatay,"Asian,Malaysian","Jalan Larut beside Royal Hotel, near KFC Jalan Larut, George Town, Penang Island 10050 Malaysia",1,,0
Holy Crab Penang,Seafood,"52 Lebuh Tye Sin, George Town, Penang Island 10300 Malaysia",,4,4
Grandpa's Kitchen,Chinese,"202D Jalan Burma Gf, George Town, Penang Island 10350 Malaysia",,5,1
The Cozy Paradise,Chinese,,,,0
Lucky Bowl,Chinese,"112 Lorong Selamat, George Town, Penang Island 10400 Malaysia",1,,0
Duck Blood Mee Curry,Chinese,"223b, Jalan Burma Penang, George Town, Penang Island 10050 Malaysia",,,0
Iyara Thai Cuisine,Thai,"Karpal Singh Drive Automall, George Town, Penang Island 11600 Malaysia",,,0
Monga Fried Chicken,"Chinese,Asian,Taiwanese","Jalan Bawasah 1, George Town, Penang Island 10050 Malaysia",1,,0
Xing Fu Wei Dao Cafe,"Cafe,Asian,Malaysian","No.49L, Weld Quay, George Town, Penang Island 11500 Malaysia",1,,0
Richdad,"Italian,Southwestern","Level 5, Jalan Penang The Top, George Town, Penang Island 10000 Malaysia",1,,0
Giffy PLT,"Pizza,Cafe,Fast food,Italian","5 Jalan Burma, George Town, Penang Island 10400 Malaysia",,,0
Shobana's Kitchen,"Asian,Indian","20D Penang Street, George Town, Penang Island 10200 Malaysia",,4,1
Ferment | A Wine Knowledge Co.,"French,Southwestern,Asian","107 & 109, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",2,,0
Nyonya Palazzo,"Malaysian,Asian","29, Church St, George Town, Penang Island 10200 Malaysia",,4.5,3
Barista Haus Cafe,"Cafe,Fast food","Jalan Pintal Tali Level 1, George Town, Penang Island 10100 Malaysia",1,,0
Heng Seafood,Seafood,"192 Jalan Burma, George Town, Penang Island 10350 Malaysia",,,0
Yippee Steamboat,Chinese,"86 Jalan Rangoon, George Town, Penang Island 10400 Malaysia",1,,0
101 Coffee,Cafe,"17A, Ground Floor, Taman Seri Damai, Lebuhraya Batu Lanchang, George Town, Penang Island 11600 Malaysia",,,0
Bistro Halia Nasi Kandar,"Asian,Healthy,Singaporean,Indian","2-1-1a, The Latitude, Persiaran Halia 3, George Town, Penang Island 11200 Malaysia",,,0
Wong Kok Penang,"Hong Kong,Chinese","Jalan kelawai, George Town, Penang Island Malaysia",,,0
Cafe Winwshop,Chinese,,,,0
Fatboy Cafe,"Malaysian,Lombard,Northern-Italian,Asian","117 A, Annex Building A,victoria Street Pulau Pinang, George Town, Penang Island 10300 Malaysia",,,0
Mayura Spice Kitchen,"Asian,Malaysian,Indian","83, Lebuh China, George Town, Penang Island 10200 Malaysia",,,0
2nd Hand Smoke,"Chinese,Barbecue,Asian","3, Upper Penang Road, George Town, Penang Island 10000 Malaysia",2,5,11
Ostrea,"Fusion,Seafood","15, Lebuh Leith, George Town, Penang Island 10200 Malaysia",,,0
Martini Cafe,"Malaysian,Asian","Persiaran Gurney, George Town, Penang Island 11250 Malaysia",,,0
Boston Coffee,Southwestern,"257,Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,,0
Rabbit Softserve,,,1,,0
Love Corner,"Chinese,American,Asian","No 290, Lebuh Chulia, George Town, Penang Island 10200 Malaysia",1,,0
Night Live Cafe & Bar,,,1,,0
BOBZ Cafe,,,1,,0
Si Chuan Restaurant,,,1,,0
Man Shan Bak Kut Teh,"Chinese,Asian,Fusion","6, Jalan Phuah Hin Leong, 10050 Georgetown Penang, George Town, Penang Island 10050 Malaysia",1,5,2
Uncle Hillside Burger,"Asian,Malaysian,American","Jalan Sungai Kelian, George Town, Penang Island Malaysia",,,0
Platform 261,"American,Asian,British,Chinese","261 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",,,0
Dreams Homecake,Cafe,"88 Lebuh Gereja, George Town, Penang Island 10200 Malaysia",,,0
Prince Seafood,"Diner,Seafood","150 Jalan P Ramlee, George Town, Penang Island 10460 Malaysia",,,0
Nation's Barbecue,"Fusion,Barbecue","80-T Jalan Trengganu, George Town, Penang Island 10460 Malaysia",,,0
Kannaa's,"Malaysian,Asian","72, Cina Street Little India, George Town, Penang Island 10200 Malaysia",,,0
Passion Restaurant,"Spanish,Fusion,French","25 Jalan Argyll Behind Odeon Cinema, George Town, Penang Island 10050 Malaysia",,,0
Mr Churro,Spanish,"Persiaran Gurney 170-B1-K4, Gurney Plaza, George Town, Penang Island 10250 Malaysia",1,,0
67 Coffee Mansion,Cafe,"67 Jalan Irving, George Town, Penang Island 10400 Malaysia",,,0
Yuehong Food,"Chinese,Fast food,Asian","168 Jalan Macalister, George Town, Penang Island 10400 Malaysia",1,,0
Steamy Mug,"Chinese,Cafe,International","38-B, Lebuh Farquhar Pulau Pinang, George Town, Penang Island 10200 Malaysia",1,,0
Spicy Hotpot Restaurant - Penang,Chinese,"206, Jalan C.Y Choy, George Town, Penang Island 10300 Malaysia",1,,0
Homey Touch Cafe,"Italian,American,Cafe","Lot 12, Bangunan Perlesenan MPPP, George Town, Penang Island 10300 Malaysia",1,,0
Yun Shui Ge Teahouse,"European,Central European,South American,Chinese","139 Jalan Macalister Behind of Building of Party Gerakan Rakyat, George Town, Penang Island 10400 Malaysia",,,0
Micaf Coffee Specialist Showroom,Cafe,"NO 13 Lorong Susu, George Town, Penang Island 10400 Malaysia",,,0
The Salad Tree,"Asian,Malaysian","74-G, Jalan Siam, 10250, Penang, George Town, Penang Island 10250 Malaysia",1,,0
Kafe Hideout,,,1,,0
Shin Yakiniku,"Japanese,Barbecue,Street Food","54 Jalan Rangoon, George Town, Penang Island 10400 Malaysia",1,,0
Andy Warlord Food And Beverages,,"4 Lorong Kampung Malabar, George Town, Penang Island 10200 Malaysia",1,,0
